,id_user,ds,n_searches,n_nights,n_guests_min,n_guests_max,origin_country,filter_price_min,filter_price_max,filter_room_types,filter_neighborhoods
37,0071f1f1-59c6-4abe-94a1-50bc0885313b,2014-10-13,9.0,3.0,2.0,2.0,FR,0.0,80.0,",Entire home/apt,Entire home/apt,Private room",
38,0073e5be-5791-4383-80ce-b3c9c205aa84,2014-10-13,2.0,,1.0,1.0,ES,,,,
39,007a3626-1c7b-44a9-8407-52c0f3f6cf49,2014-10-14,13.0,3.0,2.0,2.0,GB,0.0,131.0,,
40,007b4c4e-261d-4db9-b5cc-5a824e9f2abc,2014-10-14,7.0,8.0,3.0,3.0,US,,,",Entire home/apt",
41,007e4152-2097-4f09-83fd-cd6bbc573f0c,2014-10-06,3.0,1.0,2.0,2.0,IE,0.0,542.0,,",City Centre"
42,007f2a0d-2761-4ea1-8076-dcc904bcaff9,"2014-10-13, 2014-10-14",14.833333333333334,7.5,1.1666666666666667,1.5,DE,0.0,536870935.5,"Private room, ,Entire home/apt,Entire home/apt,Private room,Private room,Shared room, ,Private room",",City Centre"
43,008153d4-3cfa-42de-9624-315d1bb88254,2014-10-11,9.0,1.0,1.0,1.0,US,,,,
44,0083c422-5316-405f-b58b-0115501c6a37,2014-10-06,16.0,1.5,4.5,5.0,FR,0.0,360.0,",Entire home/apt,Entire home/apt,Private room",",City Centre"
45,008b22c6-55c7-49dd-8d4c-66e5f3f7c44e,2014-10-11,4.5,2.0,1.0,1.5,ES,0.0,109.0,,
46,0097eaab-3fdc-4508-99ff-730cb57a09c9,2014-10-14,4.0,35.0,1.0,1.0,IE,,,",Private room",
47,0098e578-50c7-4ade-a794-28550ab3f35f,2014-10-03,21.0,6.0,2.0,2.0,FR,0.0,478.0,",Entire home/apt",
48,00a0229a-5a21-4e0a-ba82-9c66a7df7a8f,2014-10-02,10.0,,1.0,2.0,US,0.0,120.0,",Entire home/apt",
49,00a12512-1a9b-41ed-b93b-45caa6c50b4e,2014-10-13,2.0,3.0,1.0,1.0,IE,,,",Private room",
50,00a1704a-5552-4042-83c6-fb4c8584248e,2014-10-14,10.0,5.0,2.0,2.0,US,,,",Private room",
51,00a5a595-d915-49cd-9ccf-cd14a406e062,2014-10-07,4.0,,1.0,1.0,CN,,,",Private room",
52,00acd1f6-9b43-4fc5-a3ef-5c52d412220d,2014-10-08,17.0,,1.0,1.0,US,,,,
53,00adc862-c452-40a8-8630-a8f0fd81be3f,2014-10-01,9.0,7.0,2.0,2.0,DE,0.0,80.0,",Entire home/apt",
54,00b3b4ae-b379-427e-bdc8-bb9353a53eac,2014-10-01,10.0,4.0,1.0,1.0,IT,,,,
55,00b41df9-6084-458a-8865-ed491a8e1dbb,2014-10-03,1.0,2.0,1.0,1.0,FR,,,,
56,00b4a5e4-52d8-472f-9641-03265707141c,2014-10-14,8.0,3.0,1.0,4.0,AU,,,"Entire home/apt,Entire home/apt,Private room",
57,00b7efb2-5fdb-4730-9c69-7809e185d0ea,2014-10-08,2.0,43.0,1.0,1.0,BR,,,Private room,
58,00b87966-dbb1-4b54-8102-7fff4705e1d5,2014-10-06,8.0,4.0,1.0,1.0,US,0.0,100.0,",Entire home/apt",
59,00b88ea5-7329-4c36-817a-f6654e2cb028,2014-10-14,2.0,,1.0,1.0,IE,,,,
60,00bb0a0c-854e-4745-be9b-fa89c192f4b8,2014-10-09,13.0,1.0,1.0,1.0,IE,0.0,125.0,",Entire home/apt, ,Entire home/apt,Entire home/apt,Private room,Private room",
61,00bf7bac-d892-4792-8652-de6dc2a63acb,2014-10-10,4.0,4.0,2.0,2.0,DE,,,,
62,00bf9230-6fde-4802-aaac-55a9ec199733,2014-10-12,2.0,,1.0,2.0,US,0.0,102.0,",Private room",
63,00c0218a-d14b-48cd-a670-fbd85245e5f2,2014-10-04,6.0,2.0,1.0,1.0,DE,0.0,262.0,,
64,00c0e19f-f586-46e4-85b9-c994a848951c,2014-10-01,14.0,,1.0,2.0,GB,0.0,261.0,",Entire home/apt",
65,00c2b7ac-6345-4514-9257-b7c19524e2fd,2014-10-06,6.0,1.5,1.0,1.0,US,,,,
66,00c8b961-01cf-44fd-952a-61d051d89741,2014-10-06,14.0,1.0,1.0,1.0,IE,0.0,1024.0,",Private room",
67,00d05ee7-91ec-496f-b112-afb8e837b971,2014-10-05,3.0,5.0,1.0,1.0,HU,,,"Entire home/apt,Entire home/apt,Private room",
68,00d1cac6-10e7-44b5-b283-162bd7042a06,2014-10-11,4.0,2.0,2.0,2.0,GB,0.0,243.0,Entire home/apt,
69,00d86f70-aa6d-42e9-8c7b-6a9873724a48,"2014-10-11, 2014-10-06",22.333333333333332,1.0,2.0,3.0,IT,0.0,160.0,,
70,00dbfc14-e378-40c9-b841-28f60275109d,2014-10-01,4.5,4.0,1.0,2.0,IT,,,",Shared room,Private room",
71,00de551e-d709-4c0c-b0c9-cdf66ded131f,2014-10-12,11.0,3.0,2.0,2.0,US,58.0,1073741823.0,",Private room",
72,00df92a3-7293-469a-942e-31f6f2d8fe22,2014-10-06,9.0,2.0,2.0,2.0,US,,,,
73,00e17c27-a883-4b8a-99d1-46dc32282a87,2014-10-05,45.5,3.0,1.0,1.0,IE,,,",Private room, Entire home/apt",
74,00e1e042-c16c-4917-b010-35a9dea26688,2014-10-11,15.0,1.0,2.0,2.0,IE,0.0,443.0,",Entire home/apt,Private room",
75,00e28e80-7a51-4c59-ac04-2aa16c222572,"2014-10-14, 2014-10-02, 2014-10-03",4.2,2.8,2.0,2.0,CH,0.0,357914114.3333333,",Entire home/apt, Entire home/apt",
76,00e8e1e3-8738-4d74-aa27-94affe74ad83,2014-10-12,2.0,3.0,1.0,2.0,GB,,,",Entire home/apt",
77,00e8e56b-12cd-4c4f-b856-108674d95c8e,2014-10-03,1.0,3.0,1.0,1.0,FR,,,,
78,00e99839-863b-4cb7-abd7-39a61d9f4817,2014-10-12,10.5,4.0,1.0,1.0,IE,,,",Entire home/apt",
79,00eeb3ca-2166-44a5-b14b-688eb6800ede,2014-10-11,1.5,1.0,1.0,1.5,US,,,",Entire home/apt",
80,00fb5de4-9865-420f-bc85-22521121a1ca,2014-10-01,9.5,2.0,1.5,1.5,DE,,,,
81,00fb9ded-5ae5-45c9-a4e4-30a837198c91,"2014-10-08, 2014-10-05",18.666666666666668,2.0,1.0,1.6666666666666667,GB,,,",Entire home/apt, Entire home/apt",
82,00fff258-8e96-4a09-80f5-4407a0bbc9b0,2014-10-13,34.0,8.0,2.0,2.0,IL,0.0,1073741823.0,",Entire home/apt,Entire home/apt,Private room",",Donnybrook"
83,010914da-d649-4812-98f6-0ffc665730f9,"2014-10-11, 2014-10-10",10.8,10.333333333333334,1.0,2.4,IE,0.0,387.5,",Shared room,Private room,Shared room,Private room,Entire home/apt, Private room,Entire home/apt,Shared room,Private room,Entire home/apt, ,Shared room,Private room,Entire home/apt, ,Private room,Entire home/apt",
84,010b9110-4e05-4aae-a2f0-686a83be6c35,2014-10-10,2.0,1.0,2.0,2.0,US,,,,",Temple Bar"
85,010fd73c-d546-41c0-b326-5d4a42a8781d,"2014-10-04, 2014-10-03",3.0,1.0,1.0,1.0,IE,,,",Entire home/apt, Entire home/apt",
86,01247652-a704-4040-9de2-3a3a2532be04,2014-10-05,1.0,1.5,1.0,1.0,DE,,,,
87,0124ab30-6b9c-4710-909a-7a0f014b949b,"2014-10-11, 2014-10-12",16.333333333333332,1.0,2.0,2.0,AU,0.0,441.5,Entire home/apt,
88,01257feb-f050-4356-bf25-de1427cc2f1c,2014-10-08,2.0,2.0,1.0,1.0,US,,,",Entire home/apt",
89,012bd79b-4ba9-4e62-937c-a6e6571d9ea8,"2014-10-09, 2014-10-07, 2014-10-08, 2014-10-14, 2014-10-13",10.8,2.0,1.4,1.4,US,0.0,395.0,",Entire home/apt, ,Entire home/apt,Entire home/apt,Private room",
90,01307b6f-d372-4c7b-bb99-4aba81a768b7,2014-10-13,3.0,4.0,4.0,4.0,DK,,,",Entire home/apt",",City Centre"
91,0133517f-e866-4177-be03-ce27b523be82,2014-10-01,13.0,4.0,1.0,1.0,US,0.0,95.0,"Entire home/apt,Private room,Shared room,Private room,Shared room",
92,0135b0b1-aecd-4352-9cb2-4466b6f59e4c,2014-10-12,22.0,3.0,2.0,2.0,GB,0.0,323.0,",Entire home/apt,Private room",
93,01362900-e8c4-4449-8f7e-5cb1737f20b3,2014-10-11,4.0,,1.0,1.0,FR,0.0,105.0,",Private room",
94,0136d5b7-b7f0-4e7c-8c59-3b814a702740,2014-10-05,3.0,6.666666666666667,4.0,4.0,GB,0.0,137.0,,
95,01374abb-34b0-4f40-8f15-0b61b525a6a5,2014-10-03,1.0,7.0,2.0,2.0,DE,0.0,80.0,Entire home/apt,
96,0138e914-020f-46dc-8f01-369b40df8f62,2014-10-14,8.0,119.0,2.0,2.0,CA,,,,
97,013e869d-f852-4641-bc41-7aff072256ac,2014-10-13,1.0,7.0,2.0,2.0,AU,,,,
98,013f864e-efb5-4336-ad18-7e444524c5ca,2014-10-09,4.333333333333333,3.3333333333333335,2.0,2.0,FR,0.0,571.3333333333334,",Entire home/apt, Entire home/apt",
99,0141fbbf-4c8a-47d4-ae52-50f111ceb11b,2014-10-02,2.0,4.0,1.0,3.0,IE,0.0,1164.0,",Entire home/apt",
100,0143fccb-b1a1-47e5-8ca1-57375d54def9,2014-10-09,6.666666666666667,2.6666666666666665,1.6666666666666667,2.0,US,0.0,88.33333333333333,",Entire home/apt",
101,01461327-4f5e-4e69-8f57-a878cfd35dd5,"2014-10-04, 2014-10-05",2.6666666666666665,4.0,1.3333333333333333,1.6666666666666667,GB,0.0,96.0,",Entire home/apt, Entire home/apt",
102,01513193-2e68-4dc7-a591-9ff0ada1e886,"2014-10-12, 2014-10-07, 2014-10-10",6.333333333333333,3.0,1.6666666666666667,1.6666666666666667,GB,0.0,89.66666666666667,",Entire home/apt, Entire home/apt",
103,0151f081-6bdf-4276-9ade-b8cdc17f08ed,2014-10-13,3.0,4.0,1.0,3.0,US,,,,
104,015406fd-ffa7-41d5-a184-48a6739458e9,2014-10-03,1.5,2.0,1.0,1.0,US,,,,
105,01541414-afd5-42c6-9872-dc53e29fc8bc,2014-10-06,8.0,5.0,1.0,2.0,US,0.0,130.0,Entire home/apt,",City Centre"
106,0154cd87-9196-4873-9efc-469fc7bc3abe,2014-10-11,9.0,2.5,2.0,2.5,CH,0.0,128.0,",Entire home/apt, Entire home/apt",
107,0157dbd4-677c-44ee-a0c5-5bfdb7ba01cf,2014-10-02,2.0,,1.0,1.0,IE,,,,
108,015bca9c-23cd-4ebe-a6d1-7f0d8a0ab473,2014-10-11,10.0,3.5,2.0,2.0,FR,,,,
109,015cb731-8184-4139-9ea2-65916a0a0f27,2014-10-06,6.0,5.0,2.0,2.0,IT,0.0,48.0,",Private room",
110,015cc494-28b4-4d7b-8c1e-cb62adf3475c,"2014-10-09, 2014-10-06",10.5,5.0,5.0,5.0,ES,0.0,278.0,",Entire home/apt",
111,015df21e-0d83-4725-9b6c-ba8167e132f0,2014-10-01,9.0,5.0,4.0,4.0,GB,0.0,1073741823.0,",Entire home/apt",
112,015e0c6f-d14d-4fe7-bf69-9a9c4f409ec2,2014-10-11,8.0,1.0,2.0,2.0,US,60.0,1073741823.0,,
113,0162a918-cc8f-4c5a-ba5f-f1e1b9440d4a,2014-10-09,7.0,4.0,2.0,2.0,EE,0.0,107.0,,
114,0165da3f-dfb7-4f12-b19b-bc80ed76dc84,2014-10-02,1.0,2.0,14.0,14.0,BE,,,,
115,0167c0bc-cc2e-475b-ae91-f0b41c59568b,2014-10-05,3.0,11.0,5.0,5.0,FR,,,",Entire home/apt",
116,016a8ec5-5340-4bba-ab42-ef375440d3fd,2014-10-08,19.5,3.0,1.5,1.5,FR,0.0,73.0,,
117,016d7160-2a92-4e6d-8be9-72f08afdf9ee,2014-10-03,47.0,,2.0,2.0,DE,0.0,130.0,",Entire home/apt",
118,016eab4b-bf6b-4f62-8411-2851124b6bb4,2014-10-06,2.0,,4.0,7.0,DE,0.0,123.0,,
119,016f3d05-3453-43f2-a4f3-887afb07b591,2014-10-03,5.0,44.0,2.0,2.0,US,,,",Entire home/apt",
120,0172e205-f7a1-46aa-963d-b860355fcc3f,2014-10-05,1.0,,1.0,1.0,AT,,,,
121,017378ca-652e-4f8a-9638-e1975dc36242,2014-10-12,3.0,2.0,4.0,4.0,DE,0.0,126.0,,
122,0176d1fe-3c02-4b0b-aac6-3c4bbffcd7b0,"2014-10-08, 2014-10-09",10.5,10.0,1.5,1.75,IT,0.0,563.3333333333334,"Private room,Shared room",
123,01788f70-ec67-4581-b93a-6a7e4c26a573,2014-10-12,5.0,,1.0,1.0,GR,0.0,74.0,",Entire home/apt,Entire home/apt,Private room",
124,017b401b-c52b-46c7-9377-e006c00eee5d,2014-10-14,3.0,19.0,4.0,4.0,DK,,,",Entire home/apt",
125,017c963d-7aea-4fd7-b2b9-e9bedfd76625,2014-10-11,24.0,,1.0,4.0,NL,54.0,1073741823.0,",Entire home/apt",
126,0184f11d-c3c4-4246-9b59-5e4355503d67,"2014-10-05, 2014-10-02",4.666666666666667,50.666666666666664,4.0,4.0,FR,0.0,874.0,,
127,0184fd9b-0de5-48fb-997e-7b96342e640f,2014-10-03,2.0,,1.0,1.0,GB,,,,
128,0185d825-feb4-45f5-b198-db140a3646ad,2014-10-08,5.0,4.0,1.0,2.0,US,0.0,140.0,",Entire home/apt",
129,0187b377-ad1c-4da4-8a17-568b2c9098f4,"2014-10-02, 2014-10-01, 2014-10-03",13.583333333333334,12.2,1.0,1.0833333333333333,CA,0.0,79.2,,
130,01887780-4ede-4e25-9aa6-e0349cd7c0c9,"2014-10-02, 2014-10-01",6.5,,1.0,1.0,US,,,",Private room",
131,018b591f-6e05-440f-a492-d47c557dfc24,2014-10-12,4.0,2.0,1.0,1.0,US,0.0,111.0,",Entire home/apt,Entire home/apt,Private room",
132,018fe821-a020-4ee4-b339-7ae78c5adc83,"2014-10-11, 2014-10-05",4.0,2.0,2.0,2.0,DK,0.0,280.5,,
133,01908d40-a289-4ffc-ae7b-6b4d9df3a2fe,2014-10-14,1.0,4.0,3.0,3.0,US,0.0,200.0,Entire home/apt,
134,0193cceb-d898-49c8-b44a-492f81c0bd2a,2014-10-07,24.0,4.0,3.0,3.0,BG,0.0,620.0,Entire home/apt,
135,01943bc3-d772-443f-9f13-5f88e0050075,2014-10-13,3.0,7.0,1.0,1.0,US,,,,
136,019455e2-3e3f-4bab-9d6d-55a639b90732,2014-10-08,2.0,1.0,2.0,2.0,IT,,,,
137,01945a52-f7e3-40ee-ba67-19ff8c735bb0,"2014-10-04, 2014-10-03",3.75,5.25,1.0,1.0,IE,0.0,56.666666666666664,,
138,019733e5-db73-465a-b906-1cef46b1b822,"2014-10-11, 2014-10-04, 2014-10-05",24.0,8.428571428571429,1.0,1.0,IE,1.625,85.0,"Private room, Entire home/apt,Private room,Private room,Entire home/apt, ,Private room",
139,01984065-0a05-4391-8a5a-d5b4e755a9fa,2014-10-02,4.0,3.0,1.0,4.0,FR,0.0,666.0,,
140,019a0ab5-9916-461b-bd44-71b837046de7,2014-10-03,3.0,,1.0,4.0,US,,,",Entire home/apt",
141,019b2a7b-306f-40c2-9b17-d8726e1edbc2,2014-10-14,7.0,9.0,1.0,1.0,US,,,",Entire home/apt",
142,019e3ff9-b7ef-4f7c-923a-a74dcb777205,"2014-10-05, 2014-10-02",6.0,3.5,1.8,1.8,US,0.0,70.0,",Entire home/apt, Entire home/apt",
143,01a68291-0a81-417e-ae94-294008844f7b,2014-10-04,4.0,8.0,1.0,1.0,US,,,,
144,01a77077-d270-4b4f-9f64-dea236c1ea89,2014-10-04,10.0,,1.0,1.0,AR,,,,
145,01ad6d45-57fd-4955-9e95-4aa2e81e7ad4,2014-10-06,21.0,2.0,3.0,3.0,ES,,,,
146,01b1f907-a531-42e6-b40c-66dfa94f63b1,"2014-10-02, 2014-10-03",5.6,5.0,2.2,2.2,JO,,,",Entire home/apt, Entire home/apt",
147,01b86eda-07cf-41cf-847e-9f339243e056,2014-10-13,6.0,1.0,3.0,3.0,GB,0.0,82.0,,
148,01c04017-56cb-42ff-8560-cfdda65730c7,2014-10-12,2.0,4.0,2.0,2.0,NL,0.0,105.0,,
149,01c238bb-4ef3-4075-a4d6-47ddcbd3aad2,"2014-10-14, 2014-10-05, 2014-10-02",4.0,,1.0,1.0,IE,,,,
150,01c4117b-22bc-416c-a8ec-c1355be58786,"2014-10-13, 2014-10-11, 2014-10-10",13.666666666666666,3.0,3.0,3.0,NL,0.0,536871250.5,",Entire home/apt,Private room,Private room, ,Private room",
151,01c41b43-73bf-423e-924c-2b51af6aa48e,"2014-10-13, 2014-10-12",10.2,2.6666666666666665,1.0,1.4,IE,0.0,145.5,",Entire home/apt,Private room, ,Entire home/apt",
152,01c6afe2-8a1a-42e2-956a-d3d65e040688,2014-10-11,5.333333333333333,7.666666666666667,1.0,2.3333333333333335,FR,0.0,93.0,",Entire home/apt",
153,01d44b92-9c65-4c6e-a40d-f618dbd9f19c,2014-10-07,2.0,,1.0,1.0,KR,,,,
154,01d52a41-e4d7-4c17-babe-ea1ef7d83024,2014-10-13,4.0,2.0,5.0,5.0,DE,0.0,162.0,",Entire home/apt",
155,01d6c840-83b2-4207-99b1-ffa9eecefa0c,2014-10-01,3.0,,1.0,1.0,IE,,,,
156,01da820b-1be7-40e5-aa68-634677d9769b,2014-10-13,28.0,3.0,3.0,3.0,DK,0.0,181.0,",Entire home/apt",
157,01de67f2-7afe-4233-8f03-9b0bd12eda8c,2014-10-04,5.0,1.0,2.0,2.0,US,0.0,60.0,",Entire home/apt",
158,01e4bcb6-77f2-428a-b836-1f6a3aaace49,2014-10-07,11.0,,1.0,1.0,BR,,,,
159,01ea3cbb-7db8-4bc2-87c3-d7afa0d6ed1c,"2014-10-13, 2014-10-05",2.0,3.0,1.0,1.5,DE,0.0,68.5,,
160,01ec9817-cc2b-4946-8898-eea3aaf99984,2014-10-01,4.0,2.0,1.0,5.0,IE,,,",Entire home/apt, Entire home/apt",
161,01f02965-b7bd-437c-b915-903dcd027899,2014-10-06,12.0,2.0,2.0,2.0,GB,34.0,1073741823.0,",Private room",
162,01f0761f-ac73-4559-a30f-3296752bc463,2014-10-06,1.5,3.0,1.0,2.0,IT,,,",Entire home/apt",
163,01f1adf3-cf1a-4196-853c-73971ad11bb5,2014-10-05,3.0,61.0,1.0,1.0,US,,,Entire home/apt,
164,01f3ba15-13ee-4c48-bec3-36ed2d16453d,"2014-10-12, 2014-10-08, 2014-10-10, 2014-10-03, 2014-10-01",14.166666666666666,8.0,3.75,4.25,ES,0.0,173.85714285714286,",Entire home/apt,Private room, ,Entire home/apt, ,Entire home/apt,Entire home/apt,Private room,Private room, Entire home/apt",
165,01f70337-689b-4fec-8812-17ebcb2aa81a,"2014-10-08, 2014-10-13, 2014-10-12, 2014-10-03",6.0,,1.0,2.5,IE,,,",Entire home/apt",
166,01f72bab-fc53-4e8c-ab01-bc4c3324ac8a,"2014-10-08, 2014-10-09",23.25,5.0,2.5,3.25,IT,0.0,762.6666666666666,",Entire home/apt,Private room, ,Entire home/apt",",City Centre"
167,01fd67c4-e592-4aaa-ab79-846b18fc2052,2014-10-09,3.0,8.0,12.0,16.0,GF,,,",Entire home/apt",
168,02041301-ef15-4c41-b025-6c5cd404350c,2014-10-01,2.0,4.0,1.0,1.0,ES,,,",Entire home/apt",
169,020889de-1c6b-445d-b2a8-980dbdf423b0,2014-10-07,2.0,,1.0,1.0,US,,,",Entire home/apt",
170,02090a70-1f61-44f2-91d8-77b79ed75d4b,2014-10-03,14.0,3.0,2.0,2.0,NL,0.0,282.0,",Entire home/apt,Private room,Private room",
171,020c8f04-62f1-4dbf-b9f9-52c5df3384ed,"2014-10-13, 2014-10-14",10.285714285714286,3.3333333333333335,1.0,1.0,FR,0.0,211.0,",Private room,Shared room, ,Private room,Private room,Shared room, Private room,Shared room",
172,0218fdb6-6b41-499f-8a63-06926b83e2e9,2014-10-14,58.0,,1.0,1.0,GB,,,,
173,022013e5-4cc4-4468-974f-c9976ba51099,2014-10-14,4.0,1.0,2.0,2.0,FR,0.0,371.0,",Private room",
174,02202272-d209-45f1-be08-9c807d000aef,"2014-10-09, 2014-10-10",2.0,6.0,1.3333333333333333,1.6666666666666667,AU,0.0,158.5,",Entire home/apt, Entire home/apt",
175,02215059-3ca0-414d-81e2-7364747fc8f3,2014-10-02,3.0,2.0,1.0,1.0,IE,0.0,117.0,"Entire home/apt,Private room",
176,0224ccb4-2efd-466c-9603-4443830c74f3,"2014-10-13, 2014-10-05",31.666666666666668,4.0,1.0,1.6666666666666667,GB,0.0,153.0,",Entire home/apt, Entire home/apt",
177,022543a6-1396-4ab5-9801-0ded04373cb8,2014-10-07,6.0,2.0,2.0,2.0,ES,0.0,48.0,,
178,022d2e0a-df1d-43f5-9931-816fc990d057,2014-10-13,2.0,,1.0,1.0,GB,,,Entire home/apt,
179,02338e7c-f826-42e4-8087-7800fbb11d0a,"2014-10-01, 2014-10-10",3.0,3.0,1.25,1.75,US,0.0,92.33333333333333,",Entire home/apt, Entire home/apt",
180,02349fc8-9d2b-418f-b335-25fdacd2a8ab,"2014-10-02, 2014-10-14, 2014-10-01",5.2,2.0,1.2,1.6,AU,0.0,113.0,",Entire home/apt, Entire home/apt",
181,0234fcef-f90b-4189-9dc8-1eccb9048b50,2014-10-13,8.0,2.0,1.0,2.0,IE,,,",Private room",
182,023c8d5f-1a97-4c11-861d-85e17269ef74,2014-10-01,2.0,3.0,1.0,1.0,AE,,,,
183,024106ab-4c8f-4fbd-9352-6253ce153a41,2014-10-11,7.0,4.0,6.0,6.0,FR,0.0,390.0,",Entire home/apt",
184,02415b54-b90a-4372-835e-16aa3b3cb991,2014-10-12,2.0,,1.0,3.0,US,,,",Entire home/apt",
185,024493fb-a47b-49d2-9844-cc8ba21d6e02,2014-10-01,5.0,1.5,1.3333333333333333,1.6666666666666667,CA,,,,
186,0246d4da-9008-4310-92ef-34f2e8b9ee13,"2014-10-07, 2014-10-05, 2014-10-13, 2014-10-04, 2014-10-01, 2014-10-06",13.833333333333334,5.0,1.0,1.0,GB,0.0,80.5,"Private room, ,Private room",
187,024806c7-c189-4b9a-a8b2-edd7b1214bb8,2014-10-10,4.0,63.0,1.0,1.0,SE,,,",Entire home/apt",
